"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142"
"34",239.176,42220.9223307497,33965.5850654721,3800.7164852032,3616.26275822865,1468.83732492922,29647.7816909503,926878.079832771,1397.73689033429,36.645,5934.14043922381,3970.236,10930.4570619829,374521.270299268,0,144.996601395352,0,82.998,1142870.26632234,14180.1852116592,0,98762.9221739428,1136.91145070431,0,0,0,577.513010349409,2821.35502698183,129387.970255879,32275.4663376365,0,321.159302887426,309.593646420839,0,14225.2456825655,270411.322019034,57422.9966518637,171.893211548987,775.560135097117,94637.5222781592,1346.745,6731.82350634858,45.831,100.349,39076.6329229862,365553.531878192,0,3639.49215114235,1831454.16881625,2250.94389173128,199097.610488895,202.018086259096,0,0,79.445,71.395,69.5733109169498,375369.864857333,22567.5348871836,18892.1078078291,5802.24136736866,48723.4848334133,55371.3960456227,1793440.25533866,23.6116057311948,88639.9790518358,21078.6217595805,14955.7134109853,12029.3276999924,38397.8849939638,5703.47210350315,400.472558949841,202.438,12520.6633799146,49783.3763901539,650.413115177796,462.556568011312,11143.2406343229,235.628137869901,18.7687244633996,0,291.781153188427,23940.5987969117,2576.57252380635,603.520750914996,155553.522796264,97884.845774665,36.016683098839,1372.88380583056,99.3582586283261,300948.670936213,41.4291108217167,14.034,1887.47053059801,112599.410326128,61173.7702435109,8342.72713497602,3436.35051391834,55.653,16.606,788.178833592371,2703.91817485954,9766.88683185265,223448.686927111,72979.0003609417,64629.3502558668,166198.278040648,249355.398401274,42.96,0,0,118693.379738942,288.984677177933,578771.03113428,152.618,37508.2857314902,174743.601251716,1374451.41843786,20926.8709907792,171240.197756658,953.964405491097,2.412,0,0,102283.317573283,204058.421277813,2185.288,2645.84433875019,3752.16619309842,0,266.112514713685,544.603,26699.7346727112,213324.580038529,868.976204539321,32958.6385603882,216677.74182066,519050.490573783,721.056344514665,436.166521030851,1451.13183939196,22.002
"35",1220.995,6293.1093756051,11215.6913910144,3637.49406768055,11700.1805761324,1945.59014871748,23274.435508674,23123.4286478758,1111.25369989958,94.359,33534.8157048578,448.978,1162.29495664797,67548.5864728975,57523.867,367.009117179054,0,143.680817209254,1968.45099190753,8114.61373713747,202.57413946137,116492.859333226,12.1037738717617,347.643,10.54,1724.07,459.196326700346,1134.51487359013,68117.7156448964,910.062046179065,51.622,446.191,32.8872763568197,6644.62880715334,0,37978.4925591058,17276.743469018,870.197220190702,185.449688958769,73439.9841571724,7.8313551152543,7423.50145549772,5490.365,260.147798971679,6226.9722981826,47688.5475935431,292.9321671981,12991.3227789813,159702.890781565,1980.48829296076,427479.235420981,89.0505659635502,789.791,0,1578.133,11.382,420.420861889231,39372.4999717919,14268.8564268746,5047.49523768041,12233.204,5886.45399422237,359427.9445711,91621.9560211185,220.190194545607,1282.51175293613,25102.2851856649,2333.11795767024,1815.98203576851,93178.3032539696,26420.2365503091,796.052,23.12,10386.8969064802,92196.2188071335,137.413187118039,219.849545582519,7669.61954452322,1238.39080338938,509.072171408075,10808.302,4701.00510785812,3699.55854991911,1608.60153635538,1065.42501574912,1322.23509563755,2662.38276659412,1455.64285950666,1555.61160214292,420.397318036967,115630.956120513,23.909,1119.245,10077.5091956979,2677.87540292054,215236.169190624,8850.44399141249,12929.6294834325,110.591,290.961,38.9112247342889,71.1226451504152,3044.44723563471,83382.9659937905,8059.36547525258,12918.2839818096,45573.1854549419,34610.6525403622,144.029,0,1.347,36078.8420355688,410.510620187191,7044.08610809135,34.649,115195.541067749,44209.353585025,3241.79010036706,40512.6418981588,58611.2889845118,33534.4357610386,145.118444041172,113.42,638.034,54510.1840640302,93248.2479960061,0,3616.90749944984,17064.0404945113,46.705,279.177,360.337,9843.95078312244,66508.9477808107,1304.65843779345,23334.1130809904,235755.233820789,54276.1751215382,56.7045938024969,20463.8379746983,382.784683572073,6180.30365146731
"36",3460.521,38487.3297518045,218503.496633203,8259.08484807672,176777.857600337,41297.9611369399,558500.026572901,7314966.53332486,103466.668153814,740.002,42570.3411734654,34603.85,237163.594095364,4665935.58026504,1280.21531911633,2857.98718707939,4.045,18903.5408012253,189853.844932713,459110.585793154,2348.72895499136,731638.032675567,6886.33616815409,289.627887489704,858.733234304545,2545.4,14464.4863267273,74085.5561287605,2853373.03568513,62576.2840177388,0,1696.28091814944,9223.59343388716,525594.763335729,56304.2033894009,0,1679248.23351542,9455.10790277113,22183.3488363786,308389.547776329,67293.5142433465,263566.752741315,17084.49,125.18212405595,995641.069655696,8461044.18058474,348.005156698036,79165.0657978062,51588891.8993212,20811.7389542511,353187.930846912,5010.66194665176,1425.079,5.383,275.705,257.808,14133.6261716307,4882409.46669693,684605.241624588,153458.547988988,61348.976070803,624388.060187209,673728.201388573,7296275.63860435,798.841157567772,986789.146440182,68439.9638666779,215823.368168062,64764.1310987049,691473.893255005,131586.259912309,15252.46607548,41308.118,261221.81161381,76620.9524808305,7835.74111494005,6434.06698557688,230763.973135202,5335.29596257363,22281.5195061776,6860.13116604362,10894.5536140858,1113652.42587118,73699.1874895752,13181.0443683543,30315.8570312372,335864.437767654,1519.94871841306,10519.039641053,13280.7106801819,6167135.94791988,7004.42977439051,600.924,52401.7898079426,122140.049182197,892740.7763577,67421.8474540299,76776.2522859576,10965.923,6336.306,7008.3637500138,51841.0362340296,118358.689084736,9170220.67345347,540419.910947801,158125.130990698,2418212.62499615,3848725.57266241,2314.766,220.981,86.15,751722.124207904,10955.1036735402,536076.905226178,194.675,362641.978449352,11645001.0428716,845109.911634052,567664.209977584,4875793.19499369,14983.6922679038,11.205,27.209,964.943,2264394.03933184,2556665.24385906,4439.257,15438.063175487,219806.20593651,17.254,4718.74388488053,1620.098,123693.166133744,2719732.43595031,16463.43605724,990006.672379144,7769850.40228369,4383040.6607124,10805.2375368824,98751.9412511524,2483.49731581943,412.182729032329
"37",12258.936,22426.7943189601,135553.613928094,18413.4231775382,198184.951684566,7663.74553012854,1074581.98611687,732922.023295617,22841.8716386997,5956.183,37779.7384510698,65334.947,101177.272244685,1786987.72531105,4583.65845901181,7635.25998494445,460.073,21797.6360744882,84943.0306701314,603346.844057961,5326.07126457062,159571.622965557,11163.5434309108,13082.5787970847,2148.21206094429,199871.292,16910.6493274629,177953.886139514,4423638.33482966,109237.283858932,321.365,4012.38847959855,38356.2950058024,228049.280061399,37761.1553187659,864632.219331833,0,81536.544634256,33305.471610688,206104.826650259,21879.5956819848,281616.802463266,16239.686,8861.28600077541,1777421.99110878,3212469.63914988,4087.19417324179,17396.7895463397,12301878.8519474,169429.335433546,628806.110650679,18850.0612124855,6654.775,764.158,3622.834,1504.702,19098.9572210796,647577.504668899,487561.280222023,220385.118293305,30950.9670203552,663113.60361509,289190.060101758,2748804.95104443,7608.48565305544,2097408.03640503,72815.2628754857,101059.07565953,37253.8315414956,730069.559238577,148262.896501088,5199.23863515168,1282.244,369549.78997617,124116.631468106,6442.76671875496,24953.7138110766,220324.766639958,6984.22320242812,14842.5435358959,11224.0151765228,57238.2822828415,541433.707705871,17420.852047648,32319.8767783887,5365.67987559263,221673.449067221,12082.2921803916,34267.5203147102,9822.73799024721,4050736.78331203,8276.1550204502,2891.79,172630.432740868,20330.1594886506,4784031.70835921,86676.126681046,125709.019602033,47668.027,8176.105,8245.72792928451,58050.9871098827,174725.077876853,2782854.08062435,373133.105102863,106265.421432584,364680.482380518,1475808.98084412,1536.851,187.952,469.16,769958.879471228,14844.7213550789,147308.947014519,2600.188,352645.009536072,323559.043163475,107303.164369214,348077.779474823,2077676.542993,46836.0650727197,943.670159297156,1145.616,631.279,10089247.4013502,794215.245975653,969.412,43645.1995328616,367775.535303092,356.104,10278.0088156842,8119.937,55358.1851033654,879725.342154911,19027.3604081528,244359.53863408,7024663.64616513,7863245.3398129,71364.0515903836,19022.492801042,37301.7847733836,23829.2348976368
"38",3.872,11.4,632.937,150.898485822823,4863.84611556421,99.9525427235097,47085.5725081125,26233.9802328337,154.966227507204,11181.838,799.349870154549,2809.243,1440.99409657261,197994.772549,3195.72913580977,0,0,1016.83581807553,1539.82813263048,16414.901033224,2.875,695.924660031242,7.86186745727391,0,0,993.245,105.413,18743.9838032082,164132.058660312,53241.7821904339,0,0,68890.5773147108,169.552214367283,168.672429522717,17603.9111620521,8011.16240253843,0,29006.5050593923,668.883826546325,16327.2490333535,1507.08150163492,1.98,7.006,11074.6206984424,164947.07503049,0,20.2655736507887,200509.591199713,238.395,1653.66656921438,23034.2285324717,194.164,0,15643.182,851214.604999998,29259.3615993499,36.029,596165.227539508,6796.49204304576,3.184,14055.9425727337,5720.87129103648,78708.2397340076,97837.2309523497,96463.8790545896,6.391,528.129541745062,78.891,131576.662444316,7292.27189053616,24.6973117351742,0,243.696066248115,3523.75641125479,13.2956418813878,132.108066269258,5824.65529966679,0,0,0,66.4781176510843,119609.494619683,86.578,95.5740455648568,0,670.562512139361,2.563,41.718,170.666368828335,192161.939854557,27109.4883145237,0,127.821707366439,1218.39972746458,15896.9924968123,290.347283740994,776.988341115257,50453.123,0,1279.45030851527,13427.3933189365,13966.1966021017,37473.6444164838,3438.76278417702,1608.90943771477,383.075739644217,25333.4952634678,0,68.15,970.817,4441.90029548732,985.091980188877,2514.91656430224,0,24233.4503880429,3214.5025712307,4076.71530300389,27239.5168824962,130356.421684971,232.404837317256,6343.89962566287,2427.537,6926.485,67144.4143423704,184857.690381768,0,41.6193083319032,27898.3598334512,0,5.373,28037.238,1485.83178603952,15833.2690747333,53.641,4056.35146835335,167046.515202547,4100515.25671409,8254.77042232829,1.17671089953556,46.462,3.766
"39",0,11636.7814742247,13130.1403632736,337.721380912207,304906.806106155,3208.78440898061,22889.0776212828,40139.9809690259,9583.76521978446,1056.754,3361.31316634685,1328.001,29929.9516339351,219072.239992663,446.006238705609,292.236460063818,0,48127.4636360472,7922.87597444686,150989.165305525,15.6718281972963,18560.9585450898,15.0328233897063,1.077,61.0199875164208,44.057,1063.88526568009,1370995.14284066,788220.084172032,750227.212135942,0,0,32970.3274193966,14676.5200523678,2308.00691306502,31277.8585644161,15483.4815651381,82277.5017797837,0,3688.58820254833,39223.8289064685,18983.1247528372,201.506,0,12199.0328739774,328901.159596919,0,18002.4397825776,524740.320435735,272.350692456826,102319.426591195,64367.0744024007,0,0,152.449,2103.048,27546.6617580349,401.878702126725,156033.114655665,96670.4492801089,151429.612611337,4644.24274108807,14414.7610801232,552735.488937324,5426.96822275107,458464.686877597,6649.87881255332,23313.4103696356,776.251140559301,121918.424752638,24964.3650635022,579.409941123178,0,10785.6623687749,4762.35976006978,1126.63496011043,243.628843590038,118620.594782874,489.020153042548,25.46,20.3971889900097,127.837388021468,139174.031000007,6972.51753102865,652.091485917536,4472.59603362837,12561.3807832078,32.9016050466266,14.392054583198,88.6877945755524,462297.817516975,33182.7281848495,0,1875.64902723142,8138.52214320614,19206.1070047146,838.035209396716,1992.78941265283,932448.663,404.368,6698.53029124155,1414000.63218624,13927.8750133919,71696.038218789,39111.2622869998,10103.9793955352,5807.11197840596,882995.663719811,0,0,0,106479.764180083,577.690446017681,17575.3803167981,17.248,8058.44793383111,18836.6966225784,18184.8529158188,11919.8986627912,627518.126639682,5197.43964534137,235.762662897757,102.267,127.032,52920.99681332,71937.0313037375,740.957,615.597327448004,4246.61477454926,0,59.6201741179955,4518.243,8438.53394677408,110667.771743058,692.018,74946.1064308627,203199.290657644,6136752.92280172,29794.5685227767,4559.17488570139,520.043,22.415
"40",6990.629,40277.9214336955,473770.061462961,47238.232822426,35659.5585152613,4831.34693427719,44933.4847545613,51688.1493883208,6431.71758852491,0,97177.6004908015,75360.0349999999,21006.415583898,437245.599137029,0,12731.0597408561,0,2205.93824372496,8165.47813276924,162219.120909723,1554.06886783155,608908.36426206,26931.76576027,15573.0077669696,2375.40185661138,494.454,47228.3927156978,15008.1919189749,1257543.64646992,21181.6156196536,1257.763,18166.6355612809,2144.68238762963,14242.489744674,48710.1548937152,90987.2596922411,26520.3379707839,7676.82956425445,7929.0339057859,0,501.143231472963,9977.30331654347,116806.628,124.09362663455,30975.6800125459,742802.234897412,3979.52173560261,10367.3804038122,1552169.37055533,77836.3104864702,641425.62443283,6349.15581121001,8343.425,59.488,0,2845.103,537.214845217159,151842.630523717,1194932.8737061,265932.321884113,510767.621,64068.6823115717,81815.5485646165,2181234.79003359,1051.3320795836,143624.013038388,578398.112963642,83734.3044448602,340844.385578498,101412.352553297,461084.139392224,7655.61173799153,0,3560.09827124993,640682.746969478,81020.7257029264,20551.4548580651,139460.892441741,5531.70893267915,13658.6074474505,20103.0428128397,40017.6916917349,72993.8878274458,9265.18663421397,952.948735148434,1578.301,483962.96226027,11980.2435163556,1194.74930580426,50250.2694022935,470150.517685681,432.925385801872,10811.076,101722.587332499,5479.28908577752,36856.3316897065,89954.0216050594,158960.961962427,5515.173,57.029,2305.33237791883,9403.48807081539,41906.0003351282,165523.48765639,131567.033651636,336028.553514183,149504.296770665,531147.247287665,16883.143,0,79.45,2167564.17290779,35347.8279209095,40170.2516518011,2641.581,79663.9745903897,65271.2323695553,79047.2255154939,163369.622771934,1274610.54244005,35504.90773089,28.7447817642317,0,122.213,37707.2319277219,364101.054982352,102.846,32108.6706296697,120003.319108849,0,30730.4398924299,900.052,350115.966338933,2173770.82869963,76744.4946666428,71777.2887130128,1130431.44963821,1719678.9646936,18733.9123365976,8542.25925829087,15260.2396011777,11342.3021256936
"41",0,0,1764.83948866598,16.7478340744194,720.583602858408,149.934086601227,8027.02485565655,2425.41269620405,0,110.272,76.6095450952689,14.749,52.9990627339339,8949.75878648997,20112.0808741396,0,0,978.696358849133,26.1098323032487,4482.68934975049,0,41.927,0,0,0,166.202,1.35,8443.57789645306,111359.386291064,14445.5204479363,0,0,266990.479337201,2.36242230065428,0,5002.07255848477,275.717852891024,91193.205024487,8296.73896266911,18170.7844363678,0,134.950247069865,59.986,0,1888.94592104421,10534.5031243151,78.7370291393918,0,70137.1820489818,40.133,485.575726188105,846739.681916673,0,0,1573.899,7520.738,793993.233888458,722.553938641547,6155.21660544332,1028.0311583865,0,4196.10147447771,196.699495601174,32565.7506689876,20016.2003376353,18307.8725302649,2487.41705020046,0,300.949664926578,20916.9543771155,577.294145024972,0,1.8,106.569,148.321665675792,3.24897570082618,0,1841.03577029549,0,104.514239912439,0,1709.00045119217,125622.087195684,22.098360846118,88.3386768188796,6.645,132.691655142466,0,2965.6209124319,9.399,18641.4420939302,433017.51714059,0,0,2.69765934219847,7778.28753368095,22.7363935500545,59.556,121612.678,0,310.965894958293,9831.51876701616,485.350191971174,1733.60259954336,2265.33191062517,353.284757478348,14875.1318842411,2437.91834093614,0,0,0,1472.52485839732,0,97.69,0,10728.8137102183,396.912393416338,425.775351659855,9224.82185312242,67335.295039259,44.7644489623451,25.532193723244,92.458,422.834,1524.58678652003,1935.58182488699,0,273.588,6596.63561958845,0,0,3506.673,911.509701350435,3535.92836704872,0,232.227182612458,13803.8309618376,2459160.69299668,252.399848833417,89.0954552106421,23.447,185.112
"42",151.071589841008,450.322,30502.9273972934,12580.0102771179,16117.3256393059,14435.7615397022,77755.7666712685,65610.0096391641,5234.49448264339,636.737,12663.4258796472,3450.854,83141.9878457751,231426.00244609,29.318,6915.21495096775,0,2331.69967038788,2680.35719523235,41277.8533724966,106.345551085334,44314.4886062088,7680.55230609456,119.536,0,526.445,3519.05886113214,8334.89569310453,289570.176191399,5940.16233558228,0,0,5002.35900547298,4382.94852174211,45782.0696558565,119214.604107837,425295.774411518,274.82471856457,3407.7220840134,41744.7677538247,582.159381625417,0,67.607,1.216,1851282.59735155,404621.198184888,161.114900901193,9213.79284954654,896587.855047148,13745.7213111427,18036.6781030798,3707.60184243946,1027.529,5.539,179.052,63.937,2450.20552860367,56629.3826455521,79435.0603214954,11591.1889140709,1113.3951610155,18018.1330724789,20706.4347135556,152412.239346069,79.8929498283304,104480.069307927,7653.24945162176,48179.5764436482,2188.57468564832,90991.7422021891,11008.2534425464,2303.09970793788,119.94,1163193.17392722,3942.91126012871,88.606907188702,619.621138180542,8912.60221726097,212.217485776726,1037.83307386787,21.459,680.229450570779,165377.416345571,7388.22781056525,2593.00607079208,802.887414206281,35299.369169084,167.704808269093,949.581816362237,76.4627538601304,403889.930574575,3910.29943472392,34.822,21176.6961905682,1280.56300344465,682037.192782024,3901.74689430571,4623.24408794626,297.913,6.061,4007.1207511027,6135.77087847449,1675.66733875824,288581.579280613,34233.3524798839,3100.63737482437,175275.318005046,1523016.69672217,0,0,0,156303.844659676,15140.8338809609,15367.3020221357,32.87,30639.7860932703,45377.4667466497,15014.586954565,35852.3206962084,136936.393971886,4297.91019029933,0,62.889,580.254,1690618.61623613,124514.019472401,325.91,3460.94075923471,33390.2024506338,0,68060.4846161561,41.912,7721.04911051213,298578.331812379,343.568147145091,152405.50274597,333898.780168669,626110.758001333,128020.035462228,42805.0396560901,1374.1169514382,534.833161363378
"43",0,11.09,1352.932,468.474375836607,61.3374458606602,339.036309928937,22009.8372373934,6554.55035667632,438.133656549518,0,7077.28551687524,0,1144.23266157098,30333.73385651,0,28.7232389475426,0,0,422.528499289259,319.308147656143,0,4527.32300523634,309.990581742824,57.7925260754589,0,0,173.991730184046,336.189049191185,342946.792010894,50.345152361496,0,0,16.033,626.387602064921,421.236582878224,7411.27566894553,2596.07879484097,8.96423536841012,20.79,6399.64829091898,1292.21147754192,101.56948422178,0,4.1095285033133,7928.93907849721,44815.373727732,1.523,276.24,184929.798726049,694.621432646352,7238.91511936009,340.404265102963,0,0,0,0,54.0149932338398,481.676241288353,43340.9955831106,28247.873285169,0,37528.7643729335,55535.8734081429,54756.9350457592,29.107,106959.544463908,21267.5051469675,64.8273727868044,18926.6989110637,59932.1757245918,4754.05775817221,1.297,0,70.3957553754787,2154.37355443243,18.9123028871037,1731.61752703364,1698.24999566004,0,55.6014478807611,9.095,41.8457946323088,2493.3326033765,112.22350922875,57.4944192783592,7.053,969.618435778506,24.1378453681198,20.923,0,260621.622642356,3470.07230503775,0,876.19793004973,43.8871455771192,16184.4732127658,749.818138285613,24518.6994302156,0,0,0,450.682516242101,27.413,4646.43818449074,7575.58614601865,2984.67738006532,564.92898282509,28286.9370708017,0,0,0,208605.570026869,27.5879820124595,334.363,0,2742.57139743465,5290.07307367445,1036.90455024371,8430.68887616423,15698.1635575019,1784.01788069826,0,0,0,11087.6551772838,287778.59142679,0,178.276612897111,5536.77804481529,0,51.341,0,2149.1833327437,30746.4635590013,334.742261477118,2839.62561092874,109313.275356614,268277.683802977,10.8087752812436,12.6977230311879,63.326,134.864277978175
"44",91.55,0,0,0,1301.85557503165,2.026,167088.293051404,163.142581825502,0,0,211.905901325806,389.041,0,20.6890563629707,0,40.288,0,0,89.1128402922742,115.245649298693,80.964,9.37046630389411,2.23568823056809,0,0,185.564,115.966,208.596057810923,47226.9304599128,7.242,0,24.347,22.672,0,0,144.64500601832,70.5203102606075,2429.83249206394,82.2854135145703,1.569,8.55,0,2.92,0,80.9961494950282,4161.83306123953,2.384,0,3143.38252267366,0,0,8.508,0,0,0,0,1.282,0,1102.70822160495,553.926832025777,0,26.4723948349688,119.133212073415,14824.4977590495,0,61179.1969592392,0,4.868,0,5985.36133815095,611.118210672687,0,0,0,0,0,256.038,6197.7753471112,79.6946852902446,0,0,20.992,3758.64094687995,0,84.302919869941,0,0,84.625,15.083,0,12312.9082564702,5.223,0,0,0,79.2747373136867,0,836.477284809087,725.401,8431.253,0,16.968,3605.20040551795,219.093783667978,19087.7511109417,481.577471251834,0,99.3346189603622,0,22945.2967096289,0,944.106146237682,0,0,0,5026.37147147885,15.3599593124306,2838.86342631424,1085.19865299726,20426.1542651899,975.311448937998,0,0,43.529,104.180933173958,346.901768104532,0,0,9377.2726102638,47.268,4.992,0,0,289.673,12.365,166.412915276841,33934.0601162374,279026.832683628,0,0,0,0
"45",601.815,3947.405,164890.062572668,7836.77182759701,264717.95519881,21827.1126778256,707408.068839922,504207.6030094,19745.0655786264,20670.041,20485.4188412578,135954.606,95775.6087148903,2738122.58395371,829.684445177298,1339.54015122474,51.742,7834.00295886064,11440.5993088501,517940.80589832,1244.7726977494,80635.6132240854,18150.187908471,695.369734058365,503.191608632197,47911.979,21010.989411279,284918.192602506,3964259.71642916,157749.688004519,1.257,3014.65102517122,10875.8834004763,33055.4164977066,402098.546894064,401914.492242939,1219397.23878552,15379.3750790195,32511.5688223563,483225.227781159,12716.2146061641,1782713.44512809,18125.385,1344.49259389443,0,2458829.86155381,3226.32312185451,18135.1573830027,9067171.00436967,61915.6197150707,164513.216774254,23077.1853751008,7662.802,211.981,309.38,280.313,4825.30521430373,310948.467919072,689739.408007309,485877.417873447,11654.433,338430.177129914,262923.590219595,1686628.85673892,2215.68544783319,1601368.86121609,55629.4164950948,126434.63636991,23119.8552527134,965591.327104014,53509.1827778222,3438.10892106532,13276.427,673068.17163409,43046.8711321837,4456.32680693774,18100.3580467097,170106.71492421,3455.57863753233,47297.2681308764,4968.20548861169,5064.22274713243,447922.600069694,14774.8677088857,19742.7105750323,6407.70236141226,240936.681609385,2763.87127979131,5496.70984578006,2556.3550504639,4653625.3964079,2185.20936011397,369.579,62125.853375442,10578.9908290192,1794007.63462683,25277.6603620519,76168.4471362053,18361.66,2680.986,17030.5670477459,129555.051258564,213649.928902222,1728362.19905327,230208.776231315,43279.9214075614,192735.72478364,4134977.58224111,245.904,0,0,501915.616875862,18085.7620229049,80268.307884958,126.962,268852.480639964,165400.733766186,92043.881048991,388608.244779629,1231228.82094192,10697.3288865644,432.292,110.969,6207.026,6769029.79156679,1095704.37624905,1063.558,84023.2542346334,270139.840838672,2.518,2936.1854437688,1388.639,62218.266242864,945723.492932911,4157.7382677833,257091.284684085,3259708.31422641,5705229.35492261,32225.3408536763,30889.1134265253,39269.8404607627,4705.87273567373
"46",22968.018,56360.0235095283,5221939.64546879,454332.773487533,1331548.6695735,70992.0641946215,3577343.89116872,4405260.01583036,138641.241830555,70202.321,484486.111819294,209393.59,277240.448862373,40334448.2434219,2113.85816516078,216629.899956912,587.668198464457,107121.382247636,215094.028990309,3979442.1840924,23032.9826703635,964327.486674136,295702.65651741,29211.0055374817,30523.7467131108,112744.265,575422.585017858,1290467.44009758,22267728.4353265,940411.997021759,31694.566,142696.025300362,126279.343657728,607847.756633247,357371.222168999,5158512.9963992,3177643.1749963,193437.846987131,159267.358984071,2133623.32393353,60311.7213330955,426594.052373144,938262.458,16554.8460373688,2420878.51663771,0,9714.46385005306,184385.007610534,70910021.7703821,264855.052079339,2303210.9102057,91681.0471756404,186191.118,3403.214,3657.846,52709.155,45515.9371538639,4032272.08189639,5422314.34731684,1949485.64024478,364689.841,6489051.78309545,1785719.00427772,39808289.6894257,69406.0651301964,9231667.71598552,385654.497865413,485107.51742883,249553.82212124,6360223.74757229,659113.370389359,26257.0931627331,10711.009,298703.177245213,843255.449511201,313898.672195492,21700.4256459132,2620000.71501859,35074.1850838985,371520.541853343,225432.712074131,637196.537469132,4086288.30076809,104172.792468674,31841.3582417881,59388.6425152305,5116373.41940943,42279.1939449665,250511.913240762,158413.447474102,18373394.0090601,24354.6418784127,167814.395,1246610.59287128,117904.655265343,2426089.18816182,331729.426409739,667391.630497926,372250.794,51358.857,102046.776700677,342280.101933372,935897.437741717,9469387.17714473,5752560.22901854,2385292.54471382,4423219.8451288,7801490.51859018,21283.298,2693.7804333423,3354.455,5400245.27819909,896470.362899371,535292.18740679,22082.106,8384498.59170587,2936186.94488158,1261361.76263856,2118971.59610185,38014691.4695815,225597.689441785,11973.6139790792,3033.837,13116.231,5805093.1692453,16606924.2247239,7326.67,69720.2553242724,3155399.60644664,791.78,342965.108166303,35378.384,3381977.31682225,7914752.67056584,51111.9869900538,1391897.08659014,35898143.3556325,42318365.3848976,120069.039978801,109061.012316259,37825.7034242565,27770.2585043192
"47",0,0,0,7.07118019872966,0,0,16.0959942293942,16.837365165181,0,0,0,0,354.96792976296,2924.077,0,52.344,0,0,0,1.236,0,0,0,0,0,0,154.955927128004,259.465614279998,100130.013436718,10.1222897306826,0,0,9.17599211052809,0,0,43.5701544501302,0,1.007,7.89843154322803,91.9603516707408,0,6.33012848900867,0,0,36.4444196259482,210.767198134203,0,29.884,268.475782855464,29.184,0,0,166.432,2037.725,0,0,0,0,56678.4426015839,31.2242057401726,0,0,335.282193720093,1720.23899640324,0,16.8993922572172,0,0,9.238,3743.40245509245,0,0,0,2.946,22.5646329266343,0,12.5033836003674,8.359,0,3237.42097414907,139.035557457337,2.30765838828473,490.062191454709,0,0,0,85.6237970224482,0,104.235145277908,0,2065.60987490998,4.56220923217341,4.175,7.66,0,9.41874388693853,381.216980923046,122.43104613134,0,0,0,87.35,1.146,31.072851790204,766.249604269912,15.294,25.1286555896348,55.2188359223966,0,0,0,0,3174.84669491988,0,36.36,220.509653251069,4.28,0,303.692,2548.89778684904,8.55,0,0,0,9.90168258635717,110.827466837896,0,53.3670484032255,289.972908995305,0,114.325,0,2170.90932002826,2.511,78.966,0,3337.64930965393,1066.50295963932,0,0,0,0
"48",123.076476457809,50.645,1760.291,179.681011884896,112.373436826025,170803.120277026,4194.93398462839,9035.10448267923,265441.275714324,0,783.179627186984,665.375,29301.7512596803,51238.058583311,0,25.5412554040801,1.296,14.104,97.9703208311494,628.402999855843,153.661195967717,333918.687893578,25.276,1.395,1.07503176395756,0,122.703993763696,1143.21479569301,210676.637322699,1136.03108143044,0,0,28.24,203.719709671259,19901.7831293208,18155.939595382,1543.19412957961,507.012272487273,667.957443753944,8317.21796920778,34.562692758822,9756.02873148451,218.251,504.309127755999,1104.68998414437,40908.4206763819,0,0,78261.7527627317,811.123879725693,9251.72553215111,248.300360269001,0,0,0,0,1.247,1200.17980939938,21084.230895663,806.878746904395,31293.853,1435.3913006956,7960.86341818895,87100.6303858851,2.246,13375.0655982838,163.579179760057,52990.1597846389,2503.90027872206,39146.3640905082,2223.6174298071,9158.04563286184,0,8594.21267949984,34093.582783287,0,959.794508998753,1431.10047468217,3.524,44.0261933811298,169.257,23.6997320426329,16688.8098517503,2892.66482674272,1200.00503914746,209.716615573458,13232.019154696,0,0,0,65262.6386357088,48.0727205596067,92.5,185.888,116.459623802767,2867.90094233112,52.852,852.034049108838,1979.83,0,0,3173.81531764245,1719.28286190819,21755.8146222721,641.3732489175,1706.02395231425,72187.2041222139,402794.129231889,0,0,0,4545.90737338843,2819.19212154153,265.95943105919,11.52,18401.8930340082,4161.39144829781,1942.10268710993,244.433532422251,61079.3093807543,328.889418316038,0,0,0,249.256751349462,137868.994678282,3433.311,1217.3607875037,1931.0458087299,0,2.305,0,1138.13264850758,229745.387534117,197.057455579604,115193.385089013,18156.02693686,144135.559624828,100.576199554672,52996.2216600706,619.67986676232,4757.89924427708
